ESCUELA,ALUMNO,SEXO,PROMOCION_INGRESO,MODALIDAD,COLEGIO_PROCEDENCIA
INGENIERÍA ELÉCTRICA,5a941d65c7eb542c854b26d2197db0376262632be7a0e061860ba8e7aacbda22,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELÉCTRICA,3e0ecd6ac2b3f030698ab1c9217d9484cf1e20e9a320ceb62cef8b5dda34bebc,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELÉCTRICA,1601a29d95ff552df8b0ad66865030a45100c5d4b6dbff21add222e5530ed06c,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA ELÉCTRICA,b7e01f940cb4172e846f9e3b26d64125453334188b1c279621e926cbefaa5ecf,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA ELÉCTRICA,d8d11231cdfb198fdcb49bfb746b08f7fd9c6235b983059ffcee7e60fb605c1c,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELÉCTRICA,3ba5372587fa397911bee39b59b96b283c95ac1e02d011889a89d96a6f2553de,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA ELÉCTRICA,0b78f17c65edaefd1d50b115df0de1d280245638924770fe72bdea42a901e9c1,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA ELÉCTRICA,a35677b3e9075ce8aab183c32c1f19930df60aa81f82a725d2f10a8acd31707d,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELÉCTRICA,b14a2e96e212967798afc550c9c8decd0a3868f90624822193f5fcfc2f73f73b,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA ELÉCTRICA,8874f53d005d667ff2cd2d13cc5877d53d574cd4fdb076957c4fb39b36fbd418,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA ELÉCTRICA,d8939cdd99bb642fb264963f3553ef8b22cedb24d1736c8a5250dd0f3eaea472,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELÉCTRICA,cde4ce4146e5dfa6b0528ae4fa5549fbf58666bbd0fba261ad5ee9862aad6488,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELÉCTRICA,23e6fc29a30a7ea4a09691a53e54a013ec7e8bf079f2c48d81e2f9b886e6c376,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELÉCTRICA,0de70765422727e8c7f580b82166c94d7d82bf16064dd7c2bfcd6b033ce0fe9e,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELÉCTRICA,1907a27970a4d86f3be485b0d5468e15b9c379929267cba1f166179d9bebcfcd,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELÉCTRICA,01ab8b1cfd6b4d7015f8d4b49e16a8046f83b1b049cf39d498cb04b112c859da,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELÉCTRICA,e983dea74465222d68e9871e17b93aec23039d3722a35f0a905cf217a3c5d31f,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELÉCTRICA,57dce4edb787b8354342e765f67cde3ae184855d63b43dfd02406e3ab3a198f0,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELÉCTRICA,cbbe4fb653f47961fe5954dfb6f95031454230db803c170022b618ccaf732186,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELÉCTRICA,c001c71a70b585f54249807d16033389be88f3ac9fcca1a5a2c70f0132197549,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELÉCTRICA,b8e914260da1b8022438d8d6baa7a75df598764f54486394331e3c5297557b63,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELÉCTRICA,1eb56c10fa14340cbe7c9279685274f9038a12954756340fae2225bf63c3f5d1,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELÉCTRICA,f7d438d3da841cd665ec5a265991ae0391db48c81f48049203eb15a19f4d06e8,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELÉCTRICA,4173051fd67404cf9c8614f0e80b6eae9d5f7407e439ce229c8cc5bf6de21027,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELÉCTRICA,c45c54ccafcb7a0060932f778186db22ab689ba69e2e8fffaec9f74867fe5572,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELÉCTRICA,8fc4c6cfb2dce27de46ff93efc7aa331d7ae9d126138ab71106cccb3aa10c8cc,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELÉCTRICA,6e55b37d00c1bc5d99adb9d1cbc3da503dec4c890ba9535240bc9ce4fe523936,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELÉCTRICA,36c74f4b8dd63534e5b862b4c718ca55ed2b9785f64fd2c3e67dcb22118d9a96,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELÉCTRICA,1d78111ff735c0d5e35dd75a11f648b308d23167c4eb3db9b7bb78dd356b7794,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELÉCTRICA,fe2c62fdbb254c45ff53b449cd1d50fda27f9dbde1d9266486b14be52ef2ab48,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELÉCTRICA,e2104d825e2cdab8fbb0c3c6c6beb1d02afa27ffc10100386ea1d827ad4b4113,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELÉCTRICA,2f2de3fd9a764271603702addf160b3f21cdac0aabb67f22976f9e23081d7f93,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELÉCTRICA,b9de6cf8ede5d04747329231f5f864f1e222aff8662841f20cc968482f454fc8,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELÉCTRICA,62ec63df4c25671163bba6284676565d01018af4450d708e2e627d142c1cd121,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELÉCTRICA,71552b2b99c1f0341f73957df024159f0742c4add3fc067097beb68a8394cbaf,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELÉCTRICA,5d79f984b90e65ec403fb7ad6f5c9420dd51e35222b2725ede68a1d294142f32,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELÉCTRICA,e674a36f7018498bb480a8644b07be853488b6f95bfa868584890ee72e86aaa7,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELÉCTRICA,b7cf9aa8cfec789403476ec74780a93b6cb0c9a5699b6d98697cf86d4bc409d6,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELÉCTRICA,cafd3b826c0db8efdd322c7f0d0015f0f23a6fc06c92053b18bdcb3e4ee79243,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELÉCTRICA,8e15706bf7b1a6abe68ae8f93e1481fea283019d312aca89cb54b0c654cd34aa,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELÉCTRICA,43112900dd4caaee8aa70c4dfd82c608d145802bb713f0c2312f975e1360639a,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELÉCTRICA,4e3781104aa4d67504256f0f821707e3a4f4dd8ba33da9195f521e541639d81c,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELÉCTRICA,42cf7d95e3ef79ac382d0ea81fd5d5f10829f8e364f3db127d9d3c26b4bad913,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELÉCTRICA,d89f9830428fa9a45b8d38465cdba0a7a1e27e23f75f99604d59110c1bd39e54,Masculino,2023B,Examen General de Admision,Colegio Parroquial
INGENIERÍA ELÉCTRICA,a5dc0d735cbb4271d0b13248148390119b30aba9638de9fb47e28136a678c131,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELÉCTRICA,d6852676421df7afb6503d4be888df9fe39096193059810df148c249a35b3790,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELECTRÓNICA,c2769ab773995172788cb84d2d648c6e393d365be687b73de4383794a54dfd46,Masculino,2023B,Traslado Interno,Esta Universidad
INGENIERÍA ELECTRÓNICA,d24c227730bb4cabf9f2f31109a23b202ac4b9b1bd4dc71052b14ee28cf772cd,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA ELECTRÓNICA,2d4fd9ea788e0690e612701417fb031d516093ddb7135cedbd4f9d9e97ec504a,Masculino,2023B,Traslado Externo Nacional,Universidad Nacional
INGENIERÍA ELECTRÓNICA,a92840759cb94620fea06d7ac94f6cf8aec634195d3d7f765dc4160ca805b642,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA ELECTRÓNICA,2cd3ca77f4ec6cd899a03ccf4a3778b3c060132549ae5f5d482033a3260b1bb7,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA ELECTRÓNICA,ac65f96c46de30b47e1943ca76e3893b206d519e85922e78f9290d1a2ee6b801,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA ELECTRÓNICA,4fc4f8f869895e99663db1cb5c8d9171a2f17d7e9e9f0f60f2c44bdea09bee5a,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA ELECTRÓNICA,f0a4c9d8bb190b4f8a27a7543c6fdebd7b2d13bf8ef88d9980dc9ff544b3c449,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELECTRÓNICA,6aa6678379135fe7358af7417dda3d527843c1d8f95a1509e230eb2c9b472024,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA ELECTRÓNICA,3b5c645ac1c3dcc5cff2423c749b25b4d70741501a2a2e456cb10a6789dbd097,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELECTRÓNICA,b7a4dbf17765e45b32e7e0559595bbbd1dd933442cfdd0a4998784202f579ae7,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA ELECTRÓNICA,0d9f9ea0b482d32b83e9019089d830f57f6fed067a23054e12e38659e128ad43,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELECTRÓNICA,cce491004889fd08e794346f932f816bf5da85b58eeb6447fc56cf4c6df3bea3,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELECTRÓNICA,f8a6904a6036de0d03cce1cbe4229c03ae12e17fed302815d44cfe4252736d1c,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELECTRÓNICA,e480200f2c1c8eb07ba32e9cd3544bd1dcd656b1b18da58d3f017ce1fd9f3546,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELECTRÓNICA,1f2e469785c58479166385798d4af563e1e967e3b641e8cb1084b4d65c4ed119,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA ELECTRÓNICA,2e46f558466aaec3b2b724090953721f166e9f492f1af263af70509bb7d4a3ca,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA ELECTRÓNICA,9d214ce13ca1acb2e9734999b43894fc265a360938331a75937b21c68926c82e,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELECTRÓNICA,2fb3d2eccf638a7dbe02ae8bea75396234d05df3e527558ead88bac79a181f1e,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELECTRÓNICA,a5047908d74e7583cf309fd085b68c15aff6d574de2e0c20e2704ac0f2d30f6f,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA ELECTRÓNICA,0d5297a4d9a9d3e060962a325d9270da83723325101c8d1860f714cd19b6c181,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA ELECTRÓNICA,93c6d93f1d387ea4b08895d719c4614c073852c3ccfb6067fa541215cc55ada4,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELECTRÓNICA,092d7b9f2983a8243b68eaf9deb10b51faa5a1c4a1c03207285d39104783ea7a,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELECTRÓNICA,607c4c66e74ad918cda8edd2ede328911c3beed0d75a2f3857f0651a7d6a63b1,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELECTRÓNICA,91bfcc9ec96e00fde4140e5255c61bbddbe7b8c5d18c70a534131b7ac66feaff,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELECTRÓNICA,5aa8c51d0ec1e13a4f9aff64dafdf6576d8a5baea91a49c7dfe312692217d26b,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELECTRÓNICA,73ac3df8b1c09fe643e452bb5972a7b2f0ef93b439864d91077d5438ff99b6e1,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELECTRÓNICA,2a1806481b33e3e95472c40facb06d5b9c8de75ecb1db1354f0c01a86d073c8c,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELECTRÓNICA,cc6f260e8820a6883f583c66389294b1a806cbb42e5011abd3a321f7cd32a859,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELECTRÓNICA,16543948b441a2e2e2d418f091c3a987d129aa7a397dc73f44e293a7e6908d25,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELECTRÓNICA,59abbde060eadeaa364b8cd329acc794945209f782f0b8ed2e8ef23eb76a69d5,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELECTRÓNICA,e266699fd1349422af3bf1def8f25b3ee2d5df385df85a21057311ea0f61a0dc,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELECTRÓNICA,334556ee61469967a0f30556df1f699a22bff76ee74ebf6313cb5def4cf259ab,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELECTRÓNICA,f6cbc123fa28d1d77a95155c97bf892b17671ffaf0aba617a0c8c49aeb8b12a8,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELECTRÓNICA,9ce761881a13800dd20bd635193159dfc3e59f452066cc4337a417d481f06798,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELECTRÓNICA,4238871e20356bc9a26f253cd8009ad2e5a90b08b3dbb7b6e37b801b642fc52d,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELECTRÓNICA,03741c9e132d0825f4456a178d22ab39843b8cfe07da3aeb387f1c5149cfbe5a,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELECTRÓNICA,0a4f4e12c64acaa2623c04c8090bea20ff6c7a568999e461cbdc120dcc4903a0,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELECTRÓNICA,5eeb817d3a53a76d3639a041dc877799161e21064abfc3b90ad83438263ad801,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELECTRÓNICA,e7cd21e1f041d0a0c848d9176afcedb59078c67b611a1848a33c025149c79f0b,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELECTRÓNICA,76336426e409ed78dab470114798420613a7308ed383a0c8c843a9c0f2f48d25,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELECTRÓNICA,7f2d9f2779e56f461f9a046b9787ef2195d54329b74cf8714bc4fb0f1c72c1e5,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELECTRÓNICA,75fe9dfabd5b3b8a5bc5fa8e0bfcbe12e33dd18452ffec4d518777e59d814892,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELECTRÓNICA,e5dfeaa68882f5a6f8b4cc494ed27f8a72d9212171d239f875d76df095b4acf7,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELECTRÓNICA,fa95ae281296eabd3cc8c7edd571e2d49c88ddab07c8f026a33a950ea6430290,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELECTRÓNICA,2228039207fb801dc485c405db08ec56c6fb6b0a648e9798c2950ffaca95ec7a,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELECTRÓNICA,54564cbeb769d7060d76d708a6c6134f5d89e73ddf23d430edb0e088b6a39e49,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELECTRÓNICA,58743cbdda25ad20c771cd71275538899fd3476edb2cf7cc7281fb93bcbd00d0,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELECTRÓNICA,10d684001ce45f159fb3bc75d78f3c601ed32b182147caf46af7354bd0a89709,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELECTRÓNICA,069c373d0991d696563641b15b718ea100bbdbd11d1ed5c4e1cf85a22b7d0375,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELECTRÓNICA,5795e05ecc9629d50fa2f1aaaaa03fff534b1ec5b43297ac0bab5608325dd58f,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELECTRÓNICA,70f9ba5ef25dde4605b86508ed3f29666e29e7f998418ae46bf23e3d689c5b0a,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELECTRÓNICA,ea1de5f064901a08ff3a213aab8cc20e00972a468eefa460d6a83f08772dd8f0,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA ELECTRÓNICA,02ccfe725858a4a556db0604ceea7d69f8e7c2aa7aecac3f208d16ac46db3c56,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA ELECTRÓNICA,29ec0094f4a7b5983611b77e58718c10f7184d39b5ade4860684da0d07a30370,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA DE ALIMENTOS,a9a219f154ff8b2b7a484aa81eb67b2853c09c1a8169fec3347aef6135267b6b,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA DE ALIMENTOS,01376ce40ee56a0eedd02f0230531175d753f6c1a146492f16699b7863c24848,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA DE ALIMENTOS,90c9ba68b71760874a150d7ba36a950283edb69f4518bf312b2ee595972dc594,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA DE ALIMENTOS,659e5e2d9fe729ebe1c2b424922fcfb60b4fde28e3db798bfc2e47b04cb37c23,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA DE ALIMENTOS,9031744289295970a154a3b2ad2919839dc3bb846468bff40772393182e0646a,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA DE ALIMENTOS,f6f38272bd2dc1ddb9fe458d77f6d9ede3c0ccca372cec0db82be162acc31398,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA DE ALIMENTOS,1f5c70c42c562edcab288e19b205908da11b933d560bf9120a091ad7a7bbafc4,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE ALIMENTOS,bf95857331a9a3b861d00dcb8f58eac1decd3ca0e74f409c6e3e8c31da677c23,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA DE ALIMENTOS,95c5efb775c0d9e94454afcfd04a2819daba4dc4773e7b2e917bfe0262c99d67,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA DE ALIMENTOS,d15d019c51dcd1fabb40bde9c292da8d8332aa3b3f8c9fa985a0e587d6c867d1,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA DE ALIMENTOS,88ffa1a2ab8d2cd15cb79c3643334e0d1f6f60774a12f4c2b75f0ca5a6cd797a,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE ALIMENTOS,9f6588c54d9b6225d900576467a34085a621e013e0943331b7e6cb196825de0f,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA DE ALIMENTOS,eeaa70474349380fb44ec7155de37a9f93cb149bd3d81391e3e7ca066dd4b5f0,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA DE ALIMENTOS,08a58b1bf7388b2732770a1b3f0f7b371b5aef644e88714b65fbf06bac7db39a,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA DE ALIMENTOS,46427c0f0b572a3b600c634657998dd4247d7f150b3d094290f34d36e2986aa1,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA DE ALIMENTOS,114d6789060b63196d92b2faa67211568a846fa6018be620d617b1e034645edc,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE ALIMENTOS,6688516492d2e7f6ecb27173dd122072ed2e99d6c766fea78c3347ac7e6fa917,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA DE ALIMENTOS,5b105a0e6cb71580c775acfd98418e077764ed681f8ccc0b4fc1947fc1c2f9df,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE ALIMENTOS,1f42d27b78d2349b07c135bd14b123a97442f1bef817107fa7140c5c4a557e71,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE ALIMENTOS,ed99ab91b6ce49894d256aaac44cb6e37966d6a8dcc31898c025cf432845e2ad,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA DE ALIMENTOS,90e0454f24db5802139ed08acf68584fa64c2ac1491484d0e0e78373f7740e00,Femenino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA DE ALIMENTOS,9f1ac5493315c12854ffbe26362ae5e62f9788753b214e5ff2777f27dfcae1f9,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE ALIMENTOS,80ea6b26de6e84df5907f0f7211232973f83a28f542d29858d2241b46c05b439,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE ALIMENTOS,0602727ab7198695a20331a32e6eadce3fd41e77333bcb030434220aba0f5815,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA DE ALIMENTOS,ca9b3e6d4f383a8c5f1eca58f5f296ea33d11e1b494d780b8ca05e985c56d550,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE ALIMENTOS,8e07f36b724a059c4a9fb47bd6a1ce7f4c824e714c0c5208dcc894826f16e5dc,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA DE ALIMENTOS,2814fb439fc3ab9801945ed8dd73c74445480b67a7fc316d5d03bf8678d58366,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA DE ALIMENTOS,33a571c5287aef103a21c6b21c35c2b2cf5f6e2f081f86afd6c504c4a3993e83,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE ALIMENTOS,eace60935ad1946f2b9f38947278b7480fee353b01bbea62fb5ad060e4bcf49d,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA DE ALIMENTOS,a7a7a0a5a0defe9236458f2765a230d933b6869e3e1126c24d99764419f7ace1,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE ALIMENTOS,6af9ece95b9a85115875c0fe70cbf611d9323c3b1518bc2d9329ed299e1451da,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE ALIMENTOS,8cffac2e4876e5e93fb9c9af076f9e1a0182437e1122b990754db255440f3946,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE ALIMENTOS,9c83f594c9e7756c8b0324dd0c07a94e5e00e79c8bc705022a00da1cc48d4632,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE ALIMENTOS,5d36924b343a483bb75af25741de153fbd90bb7e1650cbd0831c85fd6a091b0b,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA DE ALIMENTOS,d823f772bfa8c8ba1fde269347ffbf6425ecc66e454a9eb19ee56815d047deff,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE ALIMENTOS,781935c23ddfe0b12368730abdbb6f6120e63c454a3e89b54f762c57175b5774,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA DE ALIMENTOS,59864a01a6fff040521e4a397c9246fe95f825ee4ec6bad3e1a78e694b696f40,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE ALIMENTOS,72679c35d39728842591b014e4453e99c9e2d55ab4e7a249b47b9547c502c78e,Femenino,2023B,Examen General de Admision,Colegio Parroquial
INGENIERÍA DE ALIMENTOS,6381f881270f0a1ef1347085d5de3110494a0bc8175ddc7beab130817caeab62,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA DE ALIMENTOS,b007d57057ade6bb01f8d0ef1495a3aaa0f1fde14f75ccd0c5bbb3a45ff18708,Masculino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE ALIMENTOS,ae36ab9969919f5016a306a7bf84f64265dc30bd86e044faf22bf1fa3c76a589,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE ALIMENTOS,682fde4e8f7a02fc64445c74746bd8e297345d0caac21305fe311377420111cb,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE ALIMENTOS,a946f7b7502fa0759f18bd451e8ee57e17e10afa597845d14a36f7cce8d625c3,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE ALIMENTOS,d8458e0081873573a8b566955fb0ae006e287fda8d0bc51bdd70d6284d43bf74,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE ALIMENTOS,bdf6a4725ec27660744d44c1d784c40a187d7ccc7d4fea74a9d7dc2d5e77d471,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE ALIMENTOS,6692ac73eeca8c906f4d288b4541747dedc573dce4544b77987d5d7b3d8cc71e,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA DE ALIMENTOS,2abb7d5bb982879f7cb659e5eb7103c6d0cae7719b65ee431da2d94eaf404c39,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA DE ALIMENTOS,664b52f56e42ae32860867bbeed2b874ea1da49a364684e34a7ff8cbb1e50bd7,Femenino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA DE ALIMENTOS,fd943623a2bb302b018471f62c0903c28455e9a2e73809289b2a095927a61198,Masculino,2023B,Examen General de Admision,Colegio Particular
INGENIERÍA DE ALIMENTOS,44465eda0b7239041ba21618c0b88a5af6e2351e06ce5c7f35c17e1bf89f9aa3,Femenino,2023B,Examen General de Admision,Colegio Nacional
INGENIERÍA PESQUERA,fe7cff590a622d216d1c6f7ed787749a02df7a44f1960612b37c242e20632816,Femenino,2023B,Primer/Segundo Puesto,Colegio Particular
INGENIERÍA PESQUERA,b7b0905aca819191aa8ef86241db8aa29291cb8617aa94901cc7cb77ae660239,Femenino,2023B,Traslado Externo Nacional,Universidad Nacional
INGENIERÍA PESQUERA,e220689fb55fd258f6c332cc0e0553f220fd2a628dcf04f1f1a8b90febc7108c,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA PESQUERA,e3f293de23283a2a7bf499c1aeed0159800510e94616979b233b648ca972a3da,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
INGENIERÍA PESQUERA,404cd329bf45e92f5517ea7700803d5bb9da42a26983afb72cdbabac9bbba057,Masculino,2023B,Centro Pre-Universitario,Centro Pre de UNAC
